# E(eV)          SpinUpDos SpinDownDos
-60.799421316262709070  0.000000000000000000 0.000000000000000000
-60.789421316345759294  0.000000000000000000 0.000000000000000000
-60.779421316428809519  0.000000000000000000 0.000000000000000000
-60.769421316511859743  0.000000000000000000 0.000000000000000000
-60.759421316594909968  0.000000000000000000 0.000000000000000000
-60.749421316677953087  0.000000000000000000 0.000000000000000000
-60.739421316761003311  0.000000000000000000 0.000000000000000000
-60.729421316844053536  0.000000000000000000 0.000000000000000000
-60.719421316927103760  0.000000000000000000 0.000000000000000000
-60.709421317010153984  0.000000000000000000 0.000000000000000000
-60.699421317093204209  0.000000000000000000 0.000000000000000000
-60.689421317176247328  0.000000000000000000 0.000000000000000000
-60.679421317259297552  0.000000000000000000 0.000000000000000000
-60.669421317342347777  0.000000000000000000 0.000000000000000000
-60.659421317425398001  0.000000000000000000 0.000000000000000000
-60.649421317508448226  0.000000000000000000 0.000000000000000000
-60.639421317591498450  0.000000000000000000 0.000000000000000000
-60.629421317674541569  0.000000000000000000 0.000000000000000000
-60.619421317757591794  0.000000000000000000 0.000000000000000000
-60.609421317840642018  0.000000000000000000 0.000000000000000000
-60.599421317923692243  0.000000000000000000 0.000000000000000000
-60.589421318006742467  0.000000000000000000 0.000000000000000000
-60.579421318089785586  0.000000000000000000 0.000000000000000000
-60.569421318172835811  0.000000000000000000 0.000000000000000000
-60.559421318255886035  0.000000000000000000 0.000000000000000000
-60.549421318338936260  0.000000000000000000 0.000000000000000000
-60.539421318421986484  0.000000000000000000 0.000000000000000000
-60.529421318505036709  0.000000000000000000 0.000000000000000000
-60.519421318588079828  0.000000000000000000 0.000000000000000000
-60.509421318671130052  0.000000000000000000 0.000000000000000000
-60.499421318754180277  0.000000000000000000 0.000000000000000000
-60.489421318837230501  0.000000000000000000 0.000000000000000000
-60.479421318920280726  0.000000000000000000 0.000000000000000000
-60.469421319003323845  0.000000000000000000 0.000000000000000000
-60.459421319086374069  0.000000000000000000 0.000000000000000000
-60.449421319169424294  0.000000000000000000 0.000000000000000000
-60.439421319252474518  0.000000000000000000 0.000000000000000000
-60.429421319335524743  0.000000000000000000 0.000000000000000000
-60.419421319418574967  0.000000000000000000 0.000000000000000000
-60.409421319501618086  0.000000000000000000 0.000000000000000000
-60.399421319584668311  0.000000000000000000 0.000000000000000000
-60.389421319667718535  0.000000000000000000 0.000000000000000000
-60.379421319750768760  0.000000000000000000 0.000000000000000000
-60.369421319833818984  0.000000000000000000 0.000000000000000000
-60.359421319916862103  0.000000000000000000 0.000000000000000000
-60.349421319999912328  0.000000000000000000 0.000000000000000000
-60.339421320082962552  0.000000000000000000 0.000000000000000000
-60.329421320166012777  0.000000000000000000 0.000000000000000000
-60.319421320249063001  0.000000000000000000 0.000000000000000000
-60.309421320332113226  0.000000000000000000 0.000000000000000000
-60.299421320415156345  0.000000000000000000 0.000000000000000000
-60.289421320498206569  0.000000000000000000 0.000000000000000000
-60.279421320581256794  0.000000000000000000 0.000000000000000000
-60.269421320664307018  0.000000000000000000 0.000000000000000000
-60.259421320747357242  0.000000000000000000 0.000000000000000000
-60.249421320830400362  0.000000000000000000 0.000000000000000000
-60.239421320913450586  0.000000000000000000 0.000000000000000000
-60.229421320996500810  0.000000000000000000 0.000000000000000000
-60.219421321079551035  0.000000000000000000 0.000000000000000000
-60.209421321162601259  0.000000000000000000 0.000000000000000000
-60.199421321245651484  0.000000000000000000 0.000000000000000000
-60.189421321328694603  0.000000000000000000 0.000000000000000000
-60.179421321411744827  0.000000000000000000 0.000000000000000000
-60.169421321494795052  0.000000000000000000 0.000000000000000000
-60.159421321577845276  0.000000000000000000 0.000000000000000000
-60.149421321660895501  0.000000000000000000 0.000000000000000000
-60.139421321743945725  0.000000000000000000 0.000000000000000000
-60.129421321826988844  0.000000000000000000 0.000000000000000000
-60.119421321910039069  0.000000000000000000 0.000000000000000000
-60.109421321993089293  0.000000000000000000 0.000000000000000000
-60.099421322076139518  0.000000000000000000 0.000000000000000000
-60.089421322159189742  0.000000000000000000 0.000000000000000000
-60.079421322242232861  0.000000000000000000 0.000000000000000000
-60.069421322325283086  0.000000000000000000 0.000000000000000000
-60.059421322408333310  0.000000000000000000 0.000000000000000000
-60.049421322491383535  0.000000000000000000 0.000000000000000000
-60.039421322574433759  0.000000000000000000 0.000000000000000000
-60.029421322657483984  0.000000000000000000 0.000000000000000000
-60.019421322740527103  0.000000000000000000 0.000000000000000000
-60.009421322823577327  0.000000000000000000 0.000000000000000000
-59.999421322906627552  0.000000000000000000 0.000000000000000000
-59.989421322989677776  0.000000000000000000 0.000000000000000000
-59.979421323072728001  0.000000000000000000 0.000000000000000000
-59.969421323155771120  0.000000000000000000 0.000000000000000000
-59.959421323238821344  0.000000000000000000 0.000000000000000000
-59.949421323321871569  0.000000000000000000 0.000000000000000000
-59.939421323404921793  0.000000000000000000 0.000000000000000000
-59.929421323487972018  0.000000000000000000 0.000000000000000000
-59.919421323571022242  0.000000000000000000 0.000000000000000000
-59.909421323654065361  0.000000000000000000 0.000000000000000000
-59.899421323737115586  0.000000000000000000 0.000000000000000000
-59.889421323820165810  0.000000000000000000 0.000000000000000000
-59.879421323903216035  0.000000000000000000 0.000000000000000000
-59.869421323986266259  0.000000000000000000 0.000000000000000000
-59.859421324069309378  0.000000000000000000 0.000000000000000000
-59.849421324152359603  0.000000000000000000 0.000000000000000000
-59.839421324235409827  0.000000000000000000 0.000000000000000000
-59.829421324318460051  0.000000000000000000 0.000000000000000000
-59.819421324401510276  0.000000000000000000 0.000000000000000000
-59.809421324484560500  0.000000000000000000 0.000000000000000000
-59.799421324567603619  0.000000000000000000 0.000000000000000000
-59.789421324650653844  0.000000000000000000 0.000000000000000000
-59.779421324733704068  0.000000000000000000 0.000000000000000000
-59.769421324816754293  0.000000000000000000 0.000000000000000000
-59.759421324899804517  0.000000000000000000 0.000000000000000000
-59.749421324982847636  0.000000000000000000 0.000000000000000000
-59.739421325065897861  0.000000000000000000 0.000000000000000000
-59.729421325148948085  0.000000000000000000 0.000000000000000000
-59.719421325231998310  0.000000000000000000 0.000000000000000000
-59.709421325315048534  0.000000000000000000 0.000000000000000000
-59.699421325398098759  0.000000000000000000 0.000000000000000000
-59.689421325481141878  0.000000000000000000 0.000000000000000000
-59.679421325564192102  0.000000000000000000 0.000000000000000000
-59.669421325647242327  0.000000000000000000 0.000000000000000000
-59.659421325730292551  0.000000000000000000 0.000000000000000000
-59.649421325813342776  0.000000000000000000 0.000000000000000000
-59.639421325896385895  0.000000000000000000 0.000000000000000000
-59.629421325979436119  0.000000000000000000 0.000000000000000000
-59.619421326062486344  0.000000000000000000 0.000000000000000000
-59.609421326145536568  0.000000000000000000 0.000000000000000000
-59.599421326228586793  0.000000000000000000 0.000000000000000000
-59.589421326311637017  0.000000000000000000 0.000000000000000000
-59.579421326394680136  0.000000000000000000 0.000000000000000000
-59.569421326477730361  0.000000000000000000 0.000000000000000000
-59.559421326560780585  0.000000000000000000 0.000000000000000000
-59.549421326643830810  0.000000000000000000 0.000000000000000000
-59.539421326726881034  0.000000000000000000 0.000000000000000000
-59.529421326809931259  0.000000000000000000 0.000000000000000000
-59.519421326892974378  0.000000000000000000 0.000000000000000000
-59.509421326976024602  0.000000000000000000 0.000000000000000000
-59.499421327059074827  0.000000000000000000 0.000000000000000000
-59.489421327142125051  0.000000000000000000 0.000000000000000000
-59.479421327225175276  0.000000000000000000 0.000000000000000000
-59.469421327308218395  0.000000000000000000 0.000000000000000000
-59.459421327391268619  0.000000000000000000 0.000000000000000000
-59.449421327474318844  0.000000000000000000 0.000000000000000000
-59.439421327557369068  0.000000000000000000 0.000000000000000000
-59.429421327640419292  0.000000000000000000 0.000000000000000000
-59.419421327723469517  0.000000000000000000 0.000000000000000000
-59.409421327806512636  0.000000000000000000 0.000000000000000000
-59.399421327889562860  0.000000000000000000 0.000000000000000000
-59.389421327972613085  0.000000000000000000 0.000000000000000000
-59.379421328055663309  0.000000000000000000 0.000000000000000000
-59.369421328138713534  0.000000000000000000 0.000000000000000000
-59.359421328221756653  0.000000000000000000 0.000000000000000000
-59.349421328304806877  0.000000000000000000 0.000000000000000000
-59.339421328387857102  0.000000000000000000 0.000000000000000000
-59.329421328470907326  0.000000000000000000 0.000000000000000000
-59.319421328553957551  0.000000000000000000 0.000000000000000000
-59.309421328637014881  0.000000000000000000 0.000000000000000000
-59.299421328720065105  0.000000000000000000 0.000000000000000000
-59.289421328803115330  0.000000000000000000 0.000000000000000000
-59.279421328886165554  0.000000000000000000 0.000000000000000000
-59.269421328969215779  0.000000000000000000 0.000000000000000000
-59.259421329052258898  0.000000000000000000 0.000000000000000000
-59.249421329135309122  0.000000000000000000 0.000000000000000000
-59.239421329218359347  0.000000000000000000 0.000000000000000000
-59.229421329301409571  0.000000000000000000 0.000000000000000000
-59.219421329384459796  0.000000000000000000 0.000000000000000000
-59.209421329467502915  0.000000000000000000 0.000000000000000000
-59.199421329550553139  0.000000000000000000 0.000000000000000000
-59.189421329633603364  0.000000000000000000 0.000000000000000000
-59.179421329716653588  0.000000000000000000 0.000000000000000000
-59.169421329799703813  0.000000000000000000 0.000000000000000000
-59.159421329882754037  0.000000000000000000 0.000000000000000000
-59.149421329965797156  0.000000000000000000 0.000000000000000000
-59.139421330048847381  0.000000000000000000 0.000000000000000000
-59.129421330131897605  0.000000000000000000 0.000000000000000000
-59.119421330214947830  0.000000000000000000 0.000000000000000000
-59.109421330297998054  0.000000000000000000 0.000000000000000000
-59.099421330381041173  0.000000000000000000 0.000000000000000000
-59.089421330464091398  0.000000000000000000 0.000000000000000000
-59.079421330547141622  0.000000000000000000 0.000000000000000000
-59.069421330630191846  0.000000000000000000 0.000000000000000000
-59.059421330713242071  0.000000000000000000 0.000000000000000000
-59.049421330796292295  0.000000000000000000 0.000000000000000000
-59.039421330879335414  0.000000000000000000 0.000000000000000000
-59.029421330962385639  0.000000000000000000 0.000000000000000000
-59.019421331045435863  0.000000000000000000 0.000000000000000000
-59.009421331128486088  0.000000000000000000 0.000000000000000000
-58.999421331211536312  0.000000000000000000 0.000000000000000000
-58.989421331294579431  0.000000000000000000 0.000000000000000000
-58.979421331377629656  0.000000000000000000 0.000000000000000000
